,text_id,model_description,prompt,generated_text,diversity,coherence
19,19,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"65 buses were put on fire, 16 banks, 2 supermarkets and several other buildings were shot or attacked with bombs. The attacks are occurring in the state's capital São Paulo and at"," least one other city.

The attacks are the latest in a series of violent incidents in Brazil.

The attacks are the latest in a series of violent incidents in Brazil.

The attacks are the latest in a series of violent incidents in Brazil.

The attacks are the latest in a series of violent incidents in Brazil.

The attacks are the latest in a series of violent incidents in Brazil.

The attacks are the latest in a series of violent incidents in Brazil",0.009964567000000002,0.627487301826477
20,20,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Lack of men in childcare denies young children role models"" — Liberal Democrats, November 25, 2008 A Pakistani hacker group named the Pakistan Cyber Army has reportedly attacked the official website of"," the United States Central Command (CENTCOM) in response to the killing of Osama bin Laden. The group has also threatened to attack the websites of the White House, the Pentagon, and the State Department. The group has also threatened to attack the websites of the White House, the Pentagon, and the State Department. The group has also threatened to attack the websites of the White House, the Pentagon, and the State Department. The group has also threatened to attack the websites of the White House, the",0.06874320076799999,0.5219512581825256
21,21,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"38, close to his family members, his personal doctor, a US doctor, and his close staff. President Rugova suffered from lung cancer, diagnosed in end of August 2005. He fought his illness", with courage and dignity. He was a man of great faith and a man of peace. He was a man of great courage and a man of peace. He was a man of great faith and a man of peace. He was a man of great courage and a man of peace. He was a man of great faith and a man of peace. He was a man of great courage and a man of peace. He was a man of great faith and a man of peace. He was a man,0.007661542002000003,0.23276038467884064
22,22,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Principal, teacher arrested for allegedly whipping two students late for school in Ayetoro, Nigeria Location of Nigeria Collaborate! According to witness reports, Boko Haram gunmen and suicide bombers killed at least fifteen"," people in a series of attacks in the northeast Nigerian town of Maiduguri.

The principal and teacher were arrested for allegedly whipping two students late for school in Ayetoro, Nigeria.

The principal and teacher were arrested for allegedly whipping two students late for school in Ayetoro, Nigeria.

The principal and teacher were arrested for allegedly whipping two students late for school in Ayetoro, Nigeria.

The principal and teacher were arrested for allegedly whipping two students late for",0.06664776,0.8324686288833618
23,23,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"French campaigning film director René Vautier dies ...More articles here Location of Algeria To write, edit, start or view other articles on Algeria, see the Algeria Portal Wednesday, January 2, 2008 A"," French film director who made a series of documentaries about the Algerian war of independence has died in Paris. René Vautier was 85. He died on Tuesday, his family said. Vautier was a leading figure in the French New Wave of the 1960s. He was best known for his documentaries about Algeria, including ""The Battle of Algiers"" (1966) and ""The Battle of Algiers"" (1967). The latter won the Palme d'Or at the",0.8884160421799999,0.6544920206069946
24,24,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Saturday, January 14, 2017 Reports yesterday indicated a 63-year-old man has been charged in connection with the collapse of a pedestrian bridge onto the M20 motorway in Kent, England last year. The"," bridge was being built by the company, Skanska, and was being constructed as part of a £2.3 billion ($3.1 billion) project to improve the M20 motorway. The bridge was being built over the motorway to connect the town of Ashford to the town of Gillingham. The bridge collapsed on August 7, 2016, killing six people and injuring several others. The man, who has not been named, was charged with six counts of manslaughter by gross negligence",0.8561202459659999,0.6947735548019409
25,25,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Friday, January 19, 2007 On the 18th of December, Google held the ""Unbound"" event that attracted about 300 people, who gathered at the New York Public Library. The event's visitors met to"," discuss the future of the Internet and the role of Google in it. The event was organized by Google's Eric Schmidt, who is also the chairman of the board of directors of the Internet giant. The event was also attended by the company's co-founders, Larry Page and Sergey Brin. The event was held in the presence of the New York Times' publisher Arthur Sulzberger, who is also the chairman of the board of directors of the New York Times Company. The event was also",0.50522390625,0.5557013154029846
26,26,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Djokovic withdraws from Wimbledon Championships Collaborate! Yesterday, Spanish tennis player and world number 1 ranked Rafael Nadal withdrew from the ATP Paris Masters suffering from a knee injury. Nadal decided to leave"," the tournament after his first round match against Joao Sousa. The Spaniard was leading the match 6-3, 3-1 when he decided to stop playing. Nadal’s withdrawal from the tournament means that he will not be able to defend his title at the Paris Masters. The Spaniard has been struggling with a knee injury for the past few weeks. Nadal has been struggling with a knee injury for the past few weeks. The Spaniard has been struggling with a knee",0.49975529514399997,0.7882846593856812
27,27,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,Internet portal Internet History of the Internet Internet censorship Internet Protocol World Wide Web New reports indicate that the proliferation of the Conficker computer worm (also known as Kido or Downadup) has, slowed down. The worm has been spreading rapidly since it was first discovered in April. The worm is designed to spread through infected computers and infect other computers on the same network. The worm is designed to spread through infected computers and infect other computers on the same network. The worm is designed to spread through infected computers and infect other computers on the same network. The worm is designed to spread through infected computers and infect other computers on the same network. The worm is designed to spread through infected computers and infect,0.04213475952,0.6788157224655151
28,28,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Monday, June 18, 2007 South Thailand insurgency Related stories Islamic insurgents kill three in Thailand Insurgent attack in South Thailand injures 24 40 injured after attacks in Thailand Police officer killed, at"," least 10 injured in Thailand attacks

BANGKOK, Thailand -- Islamic insurgents killed three people and wounded 24 in a series of attacks in southern Thailand on Monday, police said.

The attacks were the latest in a series of attacks in the south by insurgents who want to establish an Islamic state in the predominantly Buddhist country.

The insurgents attacked a police station in the town of Yala, killing a police officer and wounding at least 10 others, said police Col. Pramote",0.8078579902699999,0.8116562366485596
29,29,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Real Madrid agrees with Chelsea FC to sign goalkeeper Thibaut Courtois Collaborate! Yesterday, Catalonia-based football club FC Barcelona defeated Chinese Guangzhou Evergrande FC 3–0 at Nissan Stadium in Yokohama in a FIFA"," Club World Cup semi-final match. The Catalan club will face the winner of the other semi-final match between Real Madrid and Al Ain FC on Saturday.

The Spanish club Real Madrid has agreed with Chelsea FC to sign goalkeeper Thibaut Courtois, according to the British media.

The Belgian international goalkeeper has been linked with a move to the Spanish club for a long time.

The 25-year-old goalkeeper has been with Chelsea FC since 2011. He has played",0.8822191,0.6707133054733276
30,30,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"GitHub blocks public access to youtube-dl after RIAA issues DMCA notice Location of Germany Collaborate! Local police reports say that 47 people were injured and 60 arrested in Hamburg, Germany, following violence"," at a protest against the G20 summit. The protest was organized by the group ""Anonymous"" and was held in the city's Schanzenviertel neighborhood. The protest was against the G20 summit, which is being held in Hamburg this week. The protest was also against the G20 summit, which is being held in Hamburg this week. The protest was also against the G20 summit, which is being held in Hamburg this week. The protest was also against the G20 summit,",0.135917496,0.5567675828933716
31,31,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"18 left in the game, Australia had a six point lead with the score sitting at 68–62 following a pair of missed free throws by Great Britain's Joni Pollock. Great Britain was", able to get the ball back and score a three-pointer to cut the lead to two points. Australia was able to get the ball back and score a three-pointer of their own to extend the lead to four points. Great Britain was able to get the ball back and score a three-pointer to cut the lead to one point. Australia was able to get the ball back and score a three-pointer to extend the lead to three points. Great Britain was able to get the ball back and,0.10260487094000002,0.7017590999603271
32,32,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,Former president Ali Abdullah Saleh killed in Sana'a by Houthi militants Location of Yemen Collaborate! Yemeni media have said that clashes between local fighters and government forces in the southern part of," the country have left at least 30 people dead.

The clashes took place in the city of Aden, the capital of the southern province of Abyan.

The fighting began on Sunday when government forces tried to arrest a local leader of the Houthi rebels.

The Houthis, who are allied with former president Ali Abdullah Saleh, have been fighting government forces since March.

The Houthis are a Shia group that controls the capital, Sana'a, and much",0.9726,0.7605232000350952
33,33,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Monday, August 20, 2007 Cheonan, South Korea Germany have opened their 2007 FIFA U-17 World Cup campaign with a draw against Colombia in Cheonan, South Korea. The opening goal of the match"," came in the second half when Colombia's Carlos Sanchez scored from the penalty spot. Germany's best chance came in the first half when a shot from the edge of the box by midfielder Sebastian Jung was saved by the Colombian goalkeeper. The Germans will next play against the United States on Wednesday.

Monday, August 20, 2007 Cheonan, South Korea Germany have opened their 2007 FIFA U-17 World Cup campaign with a draw against Colombia in Cheonan, South Korea. The opening goal of",0.92559375,0.8830733299255371
34,34,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,Taiwan culls 18000 chickens due to H5N2 virus outbreak Mallard in flight Collaborate! The Egyptian Health Ministry stated Friday that a 25-year-old woman from a northern neighborhood in the capital of Cairo," has been diagnosed with the H5N1 avian influenza virus. The woman, who was hospitalized on Thursday, is the first case of the H5N1 virus in Egypt since the outbreak of the disease in 2006. The woman, who is a resident of the neighborhood of Shubra, was admitted to the hospital after she developed a fever and a cough. She was then diagnosed with the H5N1 virus. The woman is currently in stable condition and is being treated in isolation.",0.836936256585,0.5587718486785889
35,35,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"30 a.m. that morning A medical examiner says there was no evidence of sexual assault. Police currently believe it was a random act of violence, and may have involved the theft of"," a vehicle.

The victim was found in the parking lot of the apartment complex.

Police say the victim was a woman in her 20s.

The victim was found in the parking lot of the apartment complex.

The victim was found in the parking lot of the apartment complex.

The victim was found in the parking lot of the apartment complex.

The victim was found in the parking lot of the apartment complex.

The victim was found in the",0.039952120114,0.37369006872177124
36,36,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Chinese NPC to take control of Hong Kong electoral system Location of China Collaborate! In trading Wednesday, the Chinese stock markets plunged after the government tripled a tax on securities transactions. The"," Shanghai Composite Index fell by more than 7 percent, and the Shenzhen Composite Index dropped by more than 5 percent. The Chinese government is trying to reduce the influence of the stock market on the economy. The Chinese government is also trying to reduce the influence of the stock market on the economy. The Chinese government is also trying to reduce the influence of the stock market on the economy. The Chinese government is also trying to reduce the influence of the stock market on the economy. The Chinese government is also trying",0.07297272712800003,0.5285701155662537
37,37,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Magnitude 5.9 earthquake detected in north-east Victoria Location of Australia Collaborate! Authorities arrested a 16-year-old girl on Tuesday on an attempted murder charge after the stabbing of another 16-year-old girl, Monica Hawkins,"," in the city of Melbourne.

The Australian government has announced a $1.2 billion package to help the country's tourism industry recover from the coronavirus pandemic.

The package includes a $500 million loan scheme for the sector, which has been hit hard by the pandemic.

The government will also provide $200 million in grants to help the industry recover.

The package is part of a wider $17.6 billion economic stimulus package announced by the government",0.91747854,0.3474980592727661
38,38,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Sunday, January 8, 2006 Just two weeks after a join statement by Australian federal roads minister Jim Lloyd and his New South Wales counterpart Joe Tripoldi that tolls may be used to"," fund the $1.5 billion Sydney Harbour Bridge, the NSW government has announced that tolls will be introduced on the bridge from 1 July.

The tolls will be $2.50 for cars and $5 for trucks and buses. The tolls will be collected by the Sydney Harbour Bridge Company, a joint venture between the NSW government and the Sydney Harbour Bridge Trust.

The tolls will be collected by the Sydney Harbour Bridge Company, a joint venture between the NSW government and",0.34965702926000003,0.5054795742034912
39,39,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Serbian Orthodox Church elects new Patriarch Porfirije Location of Russia Collaborate! Tuesday, September 11, 2018 On Sunday, reportedly over a thousand Russians were arrested for illegally protesting against government plans for pension", reform. The protests were organized by the opposition leader Alexei Navalny. The protests were held in more than 100 cities across Russia. The protests were the largest in Russia since 2011. The protests were held in support of the opposition leader Alexei Navalny. The protests were held in more than 100 cities across Russia. The protests were the largest in Russia since 2011. The protests were held in support of the opposition leader Alexei Navalny. The protests were held in more than 100 cities across Russia,0.062330519439999975,0.5979211926460266
40,40,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"March 21, 2012 Apple Inc. co-founder Steve Jobs dies aged 56 Collaborate! Newsroom Style Guide – how to write Content Guide – what to write In a report on cloud computing issued"," in January, the Gartner Group, a research and advisory firm, said that by 2015, more than half of all enterprise applications will be delivered via the cloud.

The report also said that by 2015, more than half of all enterprise applications will be delivered via the cloud.

The report also said that by 2015, more than half of all enterprise applications will be delivered via the cloud.

The report also said that by 2015, more than half of all enterprise applications will",0.05476223250000001,0.34008342027664185
41,41,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Police shoot teenage protester as Hong Kong demonstrations continue Location of Hong Kong Collaborate! Protestors in Hong Kong have called for the resignation of CY Leung, the Chief Executive of Hong Kong,"," and the release of the five activists who were arrested on August 31. The five activists were arrested for their involvement in the Occupy Central movement, which was a protest against the government's decision to allow the Chinese government to select the candidates for the Chief Executive election in 2017. The five activists were released on bail on September 4.

Hong Kong Collaborate! Protestors in Hong Kong have called for the resignation of CY Leung, the Chief Executive of Hong Kong, and the release of the five",0.7582201841339999,0.6817002296447754
42,42,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Zahra's blue eyes, in the word of the French TV authority, systematically presented Israelis and Jews in a demeaning manner, as persons without scruples, ready to steal the eyes of a Palestinian"," child.

The French TV authority, which is responsible for the content of the French TV channels, has decided to ban the broadcast of the program.

The decision was made after the French TV authority received a complaint from the Israeli Embassy in Paris.

The program was broadcast on the French TV channel France 2 on January 10, and was hosted by the French journalist and TV presenter Zahra Jouini.

The program was broadcast in the wake of the murder of the Palestinian child",0.7990268264999999,0.5477567911148071
43,43,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"GRN What colours will the map be October 11th? To write, edit, start or view other Canada articles, see the Canada Portal Elections Ontario David McGruer is running for the Freedom Party"," of Ontario.

The Freedom Party of Ontario is a political party in Ontario, Canada.

The party was founded in, and is led by David McGruer.

The party is a member of the Alliance of Canadian Libertarian Parties.

The party is a member of the Alliance of Canadian Libertarian Parties.

The party is a member of the Alliance of Canadian Libertarian Parties.

The party is a member of the Alliance of Canadian Libertarian Parties.

The party",0.12840688255500002,0.6672609448432922
44,44,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"""In Iran we don't have homosexuals like in your country"". The FNA's error made international headlines, including in the United States, Canada, the United Kingdom, India, and Australia. Will Tracy, editor of"," the British newspaper The Independent, wrote that the FNA's statement was ""a stunningly ignorant and offensive remark"".

The FNA's statement was made in response to a question about the arrest of a gay couple in Tehran. The FNA's spokesman, Hossein Sheikholeslam, said that homosexuality was not a problem in Iran, and that the arrest of the couple was a ""personal matter"" and not a ""political issue"".

The FNA's statement was widely criticized",0.7955195934599999,0.6552424430847168
45,45,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Saturday, July 9, 2005 A Friday protest in downtown Richmond drew around 200 protesters to Virginia's state capital to demonstrate against strip mining practices of Massey Energy Company. Demonstrators marched through town",", chanting ""Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Massey, Mas",0.0019543500000000014,0.39003288745880127
46,46,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"[MM] hours UTC. I’m Nicholas Turnbull. In Butthala, Sri Lanka, a bomb exploded on a civilian bus on Wednesday the 17th, killing at least twenty-three people and wounding a total of seventy.", The bomb was detonated by a suicide bomber. The bus was traveling from the town of Kandy to the town of Batticaloa. The bus was carrying mostly school children. The bus was traveling on a road that is used by the military. The bus was traveling on a road that is used by the military. The bus was traveling on a road that is used by the military. The bus was traveling on a road that is used by the military. The bus was traveling on a road that is,0.08281011211200001,0.5866713523864746
47,47,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Monday, August 29, 2005 30A Protest - Forbes CEO Conference Related stories George H. W. Bush to attend Sydney CEO conference Thousands expected to protest at Forbes Global CEO conference in Sydney","

By: Michael Smith

Sydney, Australia - Thousands of protesters are expected to descend on the Sydney Convention Centre on Tuesday to protest against the Forbes Global CEO Conference.

The conference, which is being held in Sydney for the first time, is being attended by some of the world's most powerful business leaders, including the heads of Coca-Cola, General Electric, IBM, Microsoft, PepsiCo, Procter & Gamble, Shell, Unilever and Vodaf",0.9851,0.7840204238891602
48,48,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Internet portal Internet History of the Internet Internet censorship Internet Protocol World Wide Web In a move to open up government and embrace modern thinking on copyright, U.S. President-Elect Barack Obama's transition"," team has asked the Internet Archive to preserve the Internet's history. The Internet Archive is a non-profit organization that has been archiving the Internet since 1996. The Internet Archive's mission is to ""preserve the Internet's cultural heritage and make it freely available to the world."" The Internet Archive has been working with the Obama transition team to preserve the Internet's history. The Internet Archive has been working with the Obama transition team to preserve the Internet's history. The Internet Archive has been working with the",0.273781456992,0.5941980481147766
49,49,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Olympic gold medalist Evan Lysacek gets hero's welcome in hometown Collaborate! While the Vancouver Organizing Committee for the 2010 Olympic and Paralympic Winter Games may be hard at work, constructing stadiums, building"," venues and preparing for the Games, the city of Vancouver is also preparing for the arrival of the world's best athletes.

Olympic gold medalist Evan Lysacek gets hero's welcome in hometown Collaborate! While the Vancouver Organizing Committee for the 2010 Olympic and Paralympic Winter Games may be hard at work, constructing stadiums, building venues and preparing for the Games, the city of Vancouver is also preparing for the arrival of the world's best athletes.

Olympic",0.36924486326999995,0.8708806037902832
50,50,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,100 tons of ivory burned in Africa; estimated at $250 million on black market Location of Kenya Collaborate! Health officials have said that at least nine people were killed and over sixty," others injured in a stampede that occurred at a stadium in the Kenyan capital, Nairobi, on Saturday. The stampede occurred during a ceremony to burn about 100 tons of ivory. The ivory was estimated to be worth $250 million on the black market. The ivory was burned in a ceremony that was attended by Kenyan President Uhuru Kenyatta, Chinese President Xi Jinping, and other African leaders. The ivory was seized from smugglers in Kenya and other African countries. The ivory was burned in",0.7998981187499999,0.7402873039245605
